campaign_objective,platform,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit
Conversions,Instagram,Search,Desktop,Windows,Image,False,Trust,61,18-24,Female,Shoppers,$50K-$100K,Low,False,2025-10-18,5,14,3,1.29,29447,939,81,1211.31,10288.95,34.49,Medium,3.189,1.29,8.626,14.95,8.49,9077.64
Lead Generation,Twitter,Feed,Desktop,Windows,Image,False,Urgency,81,35-44,Male,Business Professionals,$100K-$200K,Low,False,2025-01-09,20,84,3,3.3,88275,420,3,1386.0,631.75,59.98,Medium,0.476,3.3,0.714,462.0,0.46,-754.25
Lead Generation,LinkedIn,Display Network,Mobile,macOS,Image,False,Curiosity,70,25-34,Female,Health & Fitness,$100K-$200K,Medium,False,2024-03-22,14,61,4,7.88,26749,190,2,1497.2,949.73,54.36,Medium,0.71,7.88,1.053,748.6,0.63,-547.47
Conversions,Google Ads,Stories,Mobile,Windows,Image,False,Neutral,90,25-34,Female,Gamers,<$50K,High,False,2024-01-04,21,37,1,9.44,59061,133,3,1255.52,447.12,40.13,High,0.225,9.44,2.256,418.51,0.36,-808.4
Lead Generation,Facebook,Stories,Mobile,Android,Interactive,True,Joy,72,65+,All,Tech Enthusiasts,$100K-$200K,Medium,False,2025-12-17,16,45,4,1.97,219741,3436,125,6768.92,39419.85,64.46,Medium,1.564,1.97,3.638,54.15,5.82,32650.93
Conversions,Facebook,Search,Mobile,Windows,Image,True,Trust,13,25-34,All,Health & Fitness,<$50K,High,False,2026-01-21,9,75,5,1.56,45677,702,17,1095.12,3594.55,31.22,Medium,1.537,1.56,2.422,64.42,3.28,2499.43
Conversions,Facebook,Feed,Desktop,Other,Story,True,Trust,55,35-44,Female,Tech Enthusiasts,$100K-$200K,Low,True,2025-07-24,1,82,6,0.88,82010,1645,26,1447.6,4045.41,81.97,Medium,2.006,0.88,1.581,55.68,2.79,2597.81
Lead Generation,Twitter,Feed,Desktop,macOS,Video,True,Trust,44,35-44,Female,Business Professionals,$50K-$100K,High,False,2024-02-01,15,63,5,2.42,6469,176,8,425.92,2160.84,35.37,Low,2.721,2.42,4.545,53.24,5.07,1734.92
Conversions,Google Ads,Feed,Desktop,Android,Video,True,Joy,83,45-54,Male,Tech Enthusiasts,<$50K,High,False,2025-02-18,18,38,3,5.96,61240,496,85,2956.16,22284.94,10.0,Medium,0.81,5.96,17.137,34.78,7.54,19328.78
Lead Generation,Facebook,Search,Desktop,Android,Video,True,Fear,27,45-54,Male,Health & Fitness,$100K-$200K,High,False,2025-07-19,6,86,6,2.71,35932,1218,88,3300.78,17808.76,38.16,Low,3.39,2.71,7.225,37.51,5.4,14507.98
Brand Awareness,Facebook,Stories,Mobile,Windows,Text,True,Curiosity,3,45-54,Male,Shoppers,$50K-$100K,Medium,True,2025-06-08,7,75,8,2.72,35544,794,12,2159.68,2090.84,53.01,Low,2.234,2.72,1.511,179.97,0.97,-68.84
Brand Awareness,TikTok,Feed,Desktop,macOS,Image,False,Curiosity,88,25-34,Female,Students,$100K-$200K,Low,False,2024-07-06,4,14,2,1.79,29271,265,3,474.35,1006.06,50.24,Medium,0.905,1.79,1.132,158.12,2.12,531.71
Lead Generation,TikTok,Stories,Mobile,Windows,Carousel,True,Curiosity,55,25-34,All,Tech Enthusiasts,$100K-$200K,Low,False,2024-03-10,19,60,5,1.29,56429,787,3,1015.23,593.13,69.42,Medium,1.395,1.29,0.381,338.41,0.58,-422.1
Lead Generation,Facebook,Feed,Mobile,Windows,Video,True,Trust,77,35-44,All,Shoppers,<$50K,High,True,2024-10-15,22,63,4,2.34,5291,221,26,517.14,5761.2,43.91,Low,4.177,2.34,11.765,19.89,11.14,5244.06
Conversions,Google Ads,Display Network,Mobile,macOS,Story,False,Joy,63,35-44,All,Gamers,<$50K,Low,True,2024-05-17,22,84,6,7.6,5440,59,0,448.4,0.0,74.38,Medium,1.085,7.6,0.0,0.0,0.0,-448.4
App Installs,Facebook,Feed,Desktop,iOS,Text,False,Urgency,85,25-34,Male,Shoppers,<$50K,High,False,2024-01-16,3,84,3,1.7,9808,57,3,96.9,317.73,25.11,Medium,0.581,1.7,5.263,32.3,3.28,220.83
Brand Awareness,Google Ads,Search,Mobile,iOS,Carousel,True,Fear,90,18-24,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2025-03-05,8,16,5,5.85,171249,2548,39,14905.8,13234.63,43.56,High,1.488,5.85,1.531,382.2,0.89,-1671.17
Lead Generation,TikTok,Feed,Desktop,Android,Text,True,Neutral,84,25-34,Male,Tech Enthusiasts,<$50K,Medium,False,2024-10-23,13,86,4,2.09,46573,728,34,1521.52,3763.45,59.24,Medium,1.563,2.09,4.67,44.75,2.47,2241.93
Engagement,TikTok,Feed,Mobile,macOS,Image,False,Curiosity,34,55-64,All,Shoppers,$50K-$100K,High,True,2025-05-19,3,9,7,1.24,6373,73,1,90.52,251.11,43.85,Low,1.145,1.24,1.37,90.52,2.77,160.59
Engagement,Facebook,Sidebar,Desktop,Android,Carousel,False,Neutral,78,25-34,Female,Tech Enthusiasts,$50K-$100K,Low,False,2024-05-07,9,58,2,1.97,99428,865,8,1704.05,2482.2,62.45,High,0.87,1.97,0.925,213.01,1.46,778.15
Brand Awareness,LinkedIn,Search,Mobile,Android,Video,False,Trust,90,65+,All,Business Professionals,<$50K,Low,False,2024-03-18,1,89,6,5.07,6089,82,0,415.74,0.0,74.62,Medium,1.347,5.07,0.0,0.0,0.0,-415.74
Brand Awareness,Facebook,Stories,Desktop,Windows,Video,False,Neutral,70,45-54,All,Business Professionals,$50K-$100K,Low,False,2025-12-26,1,3,3,4.11,31614,1204,13,4948.44,2854.73,72.09,Low,3.808,4.11,1.08,380.65,0.58,-2093.71
Conversions,Facebook,Display Network,Mobile,iOS,Text,True,Joy,2,25-34,Female,Shoppers,$100K-$200K,High,False,2024-12-21,3,87,6,1.29,16708,751,55,968.79,11696.87,56.67,Low,4.495,1.29,7.324,17.61,12.07,10728.08
Conversions,TikTok,Feed,Mobile,Android,Carousel,False,Curiosity,73,25-34,Female,Gamers,$50K-$100K,High,False,2025-05-13,10,27,3,1.23,35687,246,6,302.58,1689.79,48.96,Medium,0.689,1.23,2.439,50.43,5.58,1387.21
Conversions,Google Ads,Feed,Mobile,Android,Video,True,Urgency,74,25-34,Female,Health & Fitness,$50K-$100K,High,False,2025-12-19,12,63,4,5.32,13466,478,47,2542.96,11546.56,40.82,Low,3.55,5.32,9.833,54.11,4.54,9003.6
Conversions,LinkedIn,Stories,Tablet,Windows,Video,True,Trust,41,35-44,All,Business Professionals,$100K-$200K,Low,True,2025-01-06,13,66,8,8.59,25081,582,11,4999.38,2310.83,64.48,Low,2.32,8.59,1.89,454.49,0.46,-2688.55
Brand Awareness,Facebook,Search,Desktop,iOS,Image,False,Joy,43,45-54,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2024-09-16,2,14,2,4.68,80205,559,18,2616.12,3019.23,33.91,Medium,0.697,4.68,3.22,145.34,1.15,403.11
Lead Generation,TikTok,Sidebar,Mobile,Android,Story,True,Fear,45,45-54,Female,Shoppers,$50K-$100K,Medium,True,2026-01-05,17,22,8,0.77,32356,616,19,474.32,4908.2,53.0,Low,1.904,0.77,3.084,24.96,10.35,4433.88
Conversions,TikTok,Feed,Desktop,macOS,Interactive,False,Curiosity,76,45-54,Female,Tech Enthusiasts,<$50K,Medium,False,2026-01-02,19,26,5,1.66,147996,2636,63,4375.76,16845.51,53.31,Medium,1.781,1.66,2.39,69.46,3.85,12469.75
Lead Generation,Facebook,Display Network,Mobile,iOS,Story,True,Joy,51,25-34,Female,Business Professionals,$100K-$200K,Medium,False,2025-06-30,7,66,8,0.97,10943,268,4,259.96,1129.8,53.18,Medium,2.449,0.97,1.493,64.99,4.35,869.84
Conversions,Twitter,Feed,Tablet,Other,Image,True,Trust,10,25-34,Male,Shoppers,<$50K,Medium,False,2025-05-31,3,27,5,1.58,24788,636,24,1004.88,3888.26,51.85,Low,2.566,1.58,3.774,41.87,3.87,2883.38
Conversions,Facebook,Feed,Desktop,macOS,Carousel,True,Joy,31,45-54,Female,Gamers,>$200K,High,False,2024-04-15,20,51,7,1.13,22666,675,73,762.75,19136.8,27.1,Medium,2.978,1.13,10.815,10.45,25.09,18374.05
Lead Generation,Twitter,Search,Tablet,Android,Interactive,True,Joy,24,25-34,All,Tech Enthusiasts,<$50K,Low,False,2024-07-18,14,71,7,1.39,290647,10102,58,14041.78,9136.7,73.33,Medium,3.476,1.39,0.574,242.1,0.65,-4905.08
Lead Generation,LinkedIn,Search,Mobile,iOS,Video,True,Joy,83,35-44,Female,Business Professionals,>$200K,Low,True,2025-08-23,11,57,7,6.98,9114,243,4,1696.14,1171.72,79.83,Low,2.666,6.98,1.646,424.04,0.69,-524.42
App Installs,Twitter,In-Stream Video,Mobile,Windows,Image,True,Curiosity,34,18-24,All,Business Professionals,$50K-$100K,Low,False,2025-05-04,22,51,7,1.16,6644,293,1,339.88,266.11,70.57,Medium,4.41,1.16,0.341,339.88,0.78,-73.77
Brand Awareness,Instagram,Display Network,Desktop,Windows,Video,True,Curiosity,68,35-44,Male,Business Professionals,$100K-$200K,Low,False,2025-09-19,11,84,5,3.83,137035,3193,16,12229.19,7386.39,69.94,Medium,2.33,3.83,0.501,764.32,0.6,-4842.8
Lead Generation,Facebook,Display Network,Mobile,Windows,Video,False,Neutral,50,25-34,Male,Gamers,$50K-$100K,Medium,False,2025-08-25,10,53,6,2.32,6045,155,1,359.6,317.38,52.66,Low,2.564,2.32,0.645,359.6,0.88,-42.22
Lead Generation,Google Ads,Search,Mobile,Windows,Video,True,Trust,6,35-44,Female,Business Professionals,$50K-$100K,Low,False,2025-10-18,8,25,8,3.99,27142,1253,67,4999.47,22760.94,89.61,Low,4.616,3.99,5.347,74.62,4.55,17761.47
Brand Awareness,LinkedIn,Stories,Mobile,Android,Carousel,True,Trust,82,45-54,Female,Gamers,<$50K,High,False,2025-05-29,14,67,1,13.77,5889,15,0,206.55,0.0,41.48,Low,0.255,13.77,0.0,0.0,0.0,-206.55
Brand Awareness,Google Ads,Display Network,Mobile,Android,Interactive,False,Curiosity,2,25-34,Male,Shoppers,$50K-$100K,Medium,False,2024-12-12,11,18,6,3.04,26083,2086,26,6341.44,3478.66,75.16,High,7.998,3.04,1.246,243.9,0.55,-2862.78
Lead Generation,TikTok,Display Network,Mobile,iOS,Text,False,Neutral,52,25-34,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2025-06-28,17,89,5,1.87,156437,1255,7,2346.85,1678.84,68.42,Medium,0.802,1.87,0.558,335.26,0.72,-668.01
App Installs,Facebook,Stories,Tablet,Android,Image,True,Urgency,10,65+,Male,Students,$50K-$100K,High,False,2025-12-22,10,8,6,2.52,81655,1984,227,4999.68,37107.45,18.77,Low,2.43,2.52,11.442,22.03,7.42,32107.77
Brand Awareness,Instagram,Feed,Mobile,Android,Video,True,Trust,52,45-54,All,Tech Enthusiasts,$50K-$100K,Medium,False,2025-02-25,11,14,4,2.49,7869,57,0,141.93,0.0,69.2,Low,0.724,2.49,0.0,0.0,0.0,-141.93
Brand Awareness,Facebook,Stories,Mobile,iOS,Story,True,Joy,59,25-34,All,Tech Enthusiasts,$50K-$100K,High,False,2025-04-18,15,84,6,1.04,34496,659,10,685.36,1770.82,31.77,Medium,1.91,1.04,1.517,68.54,2.58,1085.46
Brand Awareness,Google Ads,In-Stream Video,Mobile,macOS,Interactive,False,Neutral,12,45-54,Female,Tech Enthusiasts,<$50K,Low,False,2024-07-11,5,33,4,2.59,5000,78,0,202.02,0.0,73.19,Low,1.56,2.59,0.0,0.0,0.0,-202.02
Lead Generation,TikTok,Stories,Desktop,Android,Carousel,True,Trust,56,25-34,Male,Business Professionals,$100K-$200K,Medium,False,2025-02-21,1,2,6,1.87,199359,3007,32,5623.09,10935.16,45.32,Medium,1.508,1.87,1.064,175.72,1.94,5312.07
Lead Generation,Facebook,Feed,Mobile,Android,Image,True,Curiosity,23,55-64,Male,Gamers,$50K-$100K,Medium,False,2025-09-21,15,18,6,1.8,11569,160,5,288.0,1464.78,58.16,Medium,1.383,1.8,3.125,57.6,5.09,1176.78
Brand Awareness,Google Ads,Feed,Mobile,Android,Interactive,True,Urgency,65,18-24,Female,Business Professionals,$50K-$100K,Medium,False,2025-04-27,6,50,7,4.45,36886,1123,14,4997.35,2360.61,41.71,Low,3.045,4.45,1.247,356.95,0.47,-2636.74
App Installs,Google Ads,Display Network,Desktop,Windows,Interactive,True,Trust,88,35-44,All,Business Professionals,>$200K,Low,True,2024-09-27,3,19,6,5.93,23016,544,38,3225.92,16807.01,57.13,Medium,2.364,5.93,6.985,84.89,5.21,13581.09
Conversions,Twitter,Feed,Mobile,macOS,Image,True,Fear,18,45-54,All,Tech Enthusiasts,$50K-$100K,Medium,False,2024-04-02,16,15,8,1.23,14756,300,9,369.0,2356.34,48.06,Medium,2.033,1.23,3.0,41.0,6.39,1987.34
Lead Generation,LinkedIn,Search,Desktop,Windows,Carousel,False,Trust,40,65+,Male,Gamers,$50K-$100K,Medium,False,2025-06-24,16,54,3,5.2,20506,228,7,1185.6,993.32,32.56,Low,1.112,5.2,3.07,169.37,0.84,-192.28
Lead Generation,Facebook,Feed,Mobile,iOS,Text,True,Curiosity,25,45-54,All,Tech Enthusiasts,$100K-$200K,Medium,False,2024-03-28,20,5,7,1.83,51418,440,3,805.2,1305.59,53.14,Medium,0.856,1.83,0.682,268.4,1.62,500.39
Brand Awareness,Google Ads,Display Network,Tablet,macOS,Text,False,Urgency,26,18-24,Male,Tech Enthusiasts,>$200K,High,True,2025-09-19,6,67,6,6.7,36834,557,15,3731.9,10299.91,14.33,Medium,1.512,6.7,2.693,248.79,2.76,6568.01
App Installs,Google Ads,Stories,Mobile,Android,Video,True,Trust,85,35-44,Male,Tech Enthusiasts,$50K-$100K,Low,True,2025-07-08,6,37,6,2.09,22092,460,9,961.4,1377.0,55.28,High,2.082,2.09,1.957,106.82,1.43,415.6
Lead Generation,LinkedIn,Feed,Mobile,macOS,Video,False,Urgency,84,25-34,Male,Business Professionals,>$200K,High,False,2024-09-20,3,67,3,6.78,48946,497,15,3369.66,3435.71,53.18,Low,1.015,6.78,3.018,224.64,1.02,66.05
App Installs,Google Ads,Feed,Mobile,iOS,Text,False,Fear,89,45-54,Male,Tech Enthusiasts,$50K-$100K,Low,False,2026-01-11,7,67,2,4.28,71834,182,1,778.96,278.33,84.25,High,0.253,4.28,0.549,778.96,0.36,-500.63
Conversions,TikTok,Display Network,Desktop,iOS,Image,True,Trust,18,25-34,Female,Business Professionals,$50K-$100K,Low,True,2024-07-25,9,69,7,1.56,43868,1051,23,1639.56,2766.45,45.51,Medium,2.396,1.56,2.188,71.29,1.69,1126.89
Brand Awareness,Google Ads,Stories,Mobile,Windows,Text,False,Trust,69,35-44,Male,Shoppers,$50K-$100K,High,False,2025-10-24,3,35,5,6.61,35519,645,26,4263.45,3182.44,39.07,Medium,1.816,6.61,4.031,163.98,0.75,-1081.01
Lead Generation,Google Ads,In-Stream Video,Mobile,iOS,Video,False,Neutral,34,35-44,Female,Shoppers,$50K-$100K,High,False,2025-06-26,6,81,4,2.61,68665,1663,44,4340.43,7309.72,29.98,Medium,2.422,2.61,2.646,98.65,1.68,2969.29
Lead Generation,Google Ads,Sidebar,Mobile,macOS,Interactive,True,Joy,38,65+,Female,Shoppers,<$50K,Low,False,2025-07-22,5,44,8,2.63,206814,5375,44,14136.25,4845.66,60.94,High,2.599,2.63,0.819,321.28,0.34,-9290.59
Lead Generation,Instagram,Feed,Tablet,iOS,Carousel,False,Trust,85,35-44,Female,Students,$50K-$100K,Medium,False,2025-08-03,14,35,7,2.33,335533,5381,101,12537.73,20957.94,41.34,High,1.604,2.33,1.877,124.14,1.67,8420.21
Lead Generation,Google Ads,In-Stream Video,Mobile,macOS,Image,False,Urgency,54,35-44,Male,Tech Enthusiasts,<$50K,Medium,False,2025-10-05,17,10,6,2.4,221698,6471,165,15530.4,35562.07,69.04,Medium,2.919,2.4,2.55,94.12,2.29,20031.67
Lead Generation,Google Ads,Stories,Mobile,macOS,Carousel,True,Trust,74,25-34,All,Tech Enthusiasts,$50K-$100K,Medium,False,2025-10-26,2,75,4,7.95,408737,2515,119,19994.25,39091.14,69.02,Medium,0.615,7.95,4.732,168.02,1.96,19096.89
Lead Generation,LinkedIn,Stories,Mobile,Android,Text,True,Neutral,66,18-24,Male,Gamers,$100K-$200K,Medium,False,2024-04-06,10,1,3,12.06,70523,414,9,4992.84,1866.03,58.07,Low,0.587,12.06,2.174,554.76,0.37,-3126.81
Conversions,Google Ads,In-Stream Video,Mobile,Windows,Image,True,Fear,10,55-64,Female,Gamers,$50K-$100K,Medium,False,2025-11-09,7,71,6,2.41,49167,1683,111,4056.03,21607.92,57.51,Medium,3.423,2.41,6.595,36.54,5.33,17551.89
Conversions,Facebook,In-Stream Video,Desktop,iOS,Carousel,True,Curiosity,25,35-44,Female,Gamers,<$50K,Low,False,2025-04-26,21,63,6,1.37,43015,2162,61,2961.94,12629.1,55.29,High,5.026,1.37,2.821,48.56,4.26,9667.16
Brand Awareness,Facebook,Display Network,Mobile,macOS,Video,True,Curiosity,21,45-54,Male,Tech Enthusiasts,$100K-$200K,Low,False,2025-07-12,0,15,6,2.08,15565,368,2,765.44,697.92,76.5,High,2.364,2.08,0.543,382.72,0.91,-67.52
Lead Generation,Facebook,Feed,Mobile,Windows,Interactive,True,Urgency,54,35-44,All,Shoppers,$100K-$200K,Low,False,2024-09-11,1,59,7,1.87,55934,1278,8,2389.86,3405.08,70.15,High,2.285,1.87,0.626,298.73,1.42,1015.22
Lead Generation,TikTok,Search,Mobile,iOS,Interactive,True,Neutral,16,25-34,Female,Tech Enthusiasts,<$50K,Low,False,2025-08-23,3,87,4,1.44,252261,7943,52,11437.92,12243.14,70.93,High,3.149,1.44,0.655,219.96,1.07,805.22
Lead Generation,Facebook,Search,Mobile,Android,Image,False,Urgency,60,25-34,Male,Shoppers,$50K-$100K,Medium,False,2025-08-07,6,64,5,0.88,12340,105,1,92.4,256.82,49.67,Low,0.851,0.88,0.952,92.4,2.78,164.42
Lead Generation,LinkedIn,Search,Mobile,Android,Image,True,Trust,57,55-64,Female,Health & Fitness,<$50K,Medium,False,2024-02-02,10,30,7,3.93,22689,233,3,915.69,397.12,62.85,Medium,1.027,3.93,1.288,305.23,0.43,-518.57
Lead Generation,TikTok,In-Stream Video,Tablet,iOS,Video,True,Curiosity,88,35-44,Female,Business Professionals,$50K-$100K,Medium,False,2026-01-10,2,79,6,2.33,5000,127,1,295.91,239.05,45.81,Medium,2.54,2.33,0.787,295.91,0.81,-56.86
Lead Generation,Facebook,Feed,Desktop,macOS,Carousel,True,Neutral,19,18-24,Male,Gamers,$100K-$200K,High,False,2025-08-13,7,34,8,2.35,53279,2895,167,6803.25,38019.1,30.49,Medium,5.434,2.35,5.769,40.74,5.59,31215.85
Lead Generation,TikTok,Stories,Mobile,macOS,Image,True,Joy,18,35-44,Male,Health & Fitness,$50K-$100K,Medium,False,2025-12-03,3,58,4,0.97,68498,2155,30,2090.35,4288.04,63.3,Low,3.146,0.97,1.392,69.68,2.05,2197.69
Conversions,TikTok,Search,Mobile,macOS,Story,False,Fear,84,18-24,Female,Business Professionals,$50K-$100K,High,False,2025-03-05,11,47,2,2.72,500000,2573,43,6998.56,7560.18,42.88,High,0.515,2.72,1.671,162.76,1.08,561.62
Conversions,Google Ads,In-Stream Video,Desktop,iOS,Video,True,Urgency,85,25-34,Female,Students,$100K-$200K,Medium,False,2024-01-17,1,51,5,3.29,60272,1426,115,4691.54,39862.08,38.31,Medium,2.366,3.29,8.065,40.8,8.5,35170.54
Conversions,Instagram,In-Stream Video,Desktop,Android,Video,True,Joy,75,35-44,All,Shoppers,$100K-$200K,Low,False,2024-01-01,17,71,4,2.56,36820,619,9,1584.64,2835.07,82.19,Medium,1.681,2.56,1.454,176.07,1.79,1250.43
Engagement,Facebook,In-Stream Video,Tablet,Android,Video,True,Urgency,20,18-24,All,Business Professionals,$100K-$200K,Medium,False,2024-04-08,2,57,6,1.82,134416,4618,87,8404.76,20063.93,38.38,Medium,3.436,1.82,1.884,96.61,2.39,11659.17
Lead Generation,TikTok,Search,Mobile,Windows,Image,False,Joy,89,25-34,Male,Students,$100K-$200K,Medium,True,2024-07-03,18,82,3,2.04,88763,387,5,789.48,1281.28,44.34,Medium,0.436,2.04,1.292,157.9,1.62,491.8
App Installs,Google Ads,Search,Mobile,Android,Story,False,Urgency,48,18-24,Female,Business Professionals,<$50K,Low,False,2024-03-01,18,14,5,7.08,48551,585,4,4141.8,766.25,89.57,Low,1.205,7.08,0.684,1035.45,0.19,-3375.55
Conversions,Instagram,Feed,Mobile,iOS,Carousel,True,Urgency,48,35-44,All,Business Professionals,$100K-$200K,High,False,2024-05-08,17,61,7,2.76,195151,3163,58,8729.88,19689.78,33.6,High,1.621,2.76,1.834,150.52,2.26,10959.9
Conversions,Google Ads,Feed,Desktop,macOS,Image,True,Joy,67,35-44,Male,Students,$100K-$200K,Medium,True,2024-01-14,0,1,5,4.31,41865,509,75,2193.79,13540.39,27.51,Medium,1.216,4.31,14.735,29.25,6.17,11346.6
Engagement,Google Ads,In-Stream Video,Mobile,Windows,Image,True,Joy,70,25-34,Female,Gamers,$50K-$100K,High,True,2024-04-10,14,83,6,2.76,6701,65,2,179.4,325.37,49.76,Medium,0.97,2.76,3.077,89.7,1.81,145.97
App Installs,Facebook,Search,Desktop,iOS,Interactive,True,Urgency,56,65+,Male,Shoppers,$50K-$100K,Low,False,2025-01-31,8,22,4,1.78,155049,1144,19,2036.32,5920.9,67.15,Medium,0.738,1.78,1.661,107.17,2.91,3884.58
App Installs,Twitter,Stories,Desktop,Android,Interactive,True,Urgency,72,35-44,Male,Business Professionals,$100K-$200K,Low,True,2025-06-23,0,86,5,1.57,37985,581,12,912.17,5187.47,56.75,Medium,1.53,1.57,2.065,76.01,5.69,4275.3
App Installs,TikTok,Feed,Tablet,iOS,Image,False,Joy,90,45-54,Male,Business Professionals,$100K-$200K,Medium,False,2024-09-02,1,35,4,1.5,107974,664,4,996.0,1394.56,38.22,Medium,0.615,1.5,0.602,249.0,1.4,398.56
Lead Generation,Instagram,Display Network,Desktop,Android,Image,True,Urgency,53,65+,Female,Students,$100K-$200K,High,False,2025-05-11,2,45,7,4.05,15375,195,9,789.75,3170.66,36.49,Low,1.268,4.05,4.615,87.75,4.01,2380.91
Lead Generation,Google Ads,Stories,Mobile,Android,Image,True,Joy,17,35-44,Male,Gamers,$100K-$200K,Low,False,2025-02-12,20,18,6,3.54,22389,208,1,736.32,448.2,68.0,Medium,0.929,3.54,0.481,736.32,0.61,-288.12
App Installs,Facebook,Feed,Mobile,iOS,Interactive,False,Joy,7,18-24,All,Students,<$50K,Low,False,2025-06-12,17,27,5,0.99,87857,3112,18,3080.88,2231.86,83.66,Medium,3.542,0.99,0.578,171.16,0.72,-849.02
Brand Awareness,Facebook,Sidebar,Tablet,Other,Image,True,Joy,32,18-24,Female,Tech Enthusiasts,>$200K,Medium,True,2025-10-30,15,27,8,3.14,25258,2020,162,6342.8,38529.0,29.72,Medium,7.997,3.14,8.02,39.15,6.07,32186.2
Brand Awareness,Google Ads,Search,Desktop,Android,Image,True,Joy,39,45-54,Male,Business Professionals,$50K-$100K,Medium,False,2025-01-25,22,1,6,2.32,182359,4338,53,10064.16,16729.92,45.32,Medium,2.379,2.32,1.222,189.89,1.66,6665.76
Lead Generation,Instagram,Stories,Desktop,macOS,Interactive,True,Joy,25,35-44,Male,Students,>$200K,Medium,True,2024-08-25,22,14,5,4.07,17078,455,44,1851.85,24762.78,50.33,Low,2.664,4.07,9.67,42.09,13.37,22910.93
App Installs,LinkedIn,Feed,Mobile,Android,Image,False,Trust,81,18-24,Female,Business Professionals,<$50K,Low,False,2025-03-09,3,75,4,9.24,12269,113,0,1044.12,0.0,64.05,Low,0.921,9.24,0.0,0.0,0.0,-1044.12
Lead Generation,Twitter,Feed,Mobile,Android,Image,True,Joy,11,35-44,All,Gamers,$100K-$200K,Low,False,2024-10-12,1,26,5,1.3,33532,1916,91,2490.8,34168.77,54.03,Medium,5.714,1.3,4.749,27.37,13.72,31677.97
Conversions,Facebook,In-Stream Video,Desktop,iOS,Carousel,True,Curiosity,38,35-44,Female,Gamers,$100K-$200K,Medium,False,2025-04-04,13,5,7,1.59,24840,1043,29,1658.37,6070.36,28.98,High,4.199,1.59,2.78,57.19,3.66,4411.99
Lead Generation,Twitter,In-Stream Video,Desktop,iOS,Carousel,False,Curiosity,27,35-44,All,Business Professionals,$50K-$100K,High,True,2025-03-21,21,53,5,1.12,5806,83,6,92.96,1491.08,13.04,Medium,1.43,1.12,7.229,15.49,16.04,1398.12
Conversions,Facebook,Search,Desktop,Android,Image,False,Curiosity,6,25-34,Female,Gamers,$50K-$100K,Medium,False,2025-04-13,23,81,5,2.47,5138,184,8,454.48,2390.25,48.37,Low,3.581,2.47,4.348,56.81,5.26,1935.77
Brand Awareness,TikTok,Stories,Mobile,Windows,Carousel,True,Neutral,34,25-34,Male,Health & Fitness,$100K-$200K,Low,False,2024-03-20,9,53,5,1.21,11352,237,0,286.77,0.0,66.38,Medium,2.088,1.21,0.0,0.0,0.0,-286.77
Brand Awareness,LinkedIn,Search,Mobile,Windows,Video,True,Joy,30,25-34,Male,Business Professionals,$50K-$100K,High,True,2024-01-23,19,9,6,6.52,5000,170,4,1108.4,1189.64,41.08,Low,3.4,6.52,2.353,277.1,1.07,81.24
Lead Generation,Google Ads,Stories,Desktop,Android,Image,False,Urgency,62,25-34,Female,Business Professionals,>$200K,Medium,False,2025-07-15,1,85,4,5.92,65097,755,19,4469.6,10893.16,35.56,Medium,1.16,5.92,2.517,235.24,2.44,6423.56
Lead Generation,Google Ads,Feed,Desktop,Android,Video,True,Curiosity,67,55-64,Female,Business Professionals,<$50K,Medium,False,2024-09-19,8,51,4,8.07,5000,54,4,435.78,364.66,34.35,Low,1.08,8.07,7.407,108.94,0.84,-71.12
Brand Awareness,TikTok,In-Stream Video,Desktop,macOS,Video,False,Urgency,55,18-24,All,Students,$50K-$100K,Low,False,2024-06-22,2,89,6,0.99,20977,1262,14,1249.38,1994.34,46.74,Low,6.016,0.99,1.109,89.24,1.6,744.96
App Installs,Facebook,In-Stream Video,Desktop,iOS,Video,True,Fear,83,18-24,Female,Business Professionals,<$50K,High,False,2025-08-12,21,15,6,2.39,22235,918,90,2194.02,18990.17,29.31,Medium,4.129,2.39,9.804,24.38,8.66,16796.15
