campaign_objective,ad_placement,device_type,operating_system,creative_format,has_call_to_action,creative_emotion,creative_age_days,target_audience_age,target_audience_gender,audience_interest_category,income_bracket,purchase_intent_score,retargeting_flag,start_date,hour_of_day,campaign_day,quality_score,actual_cpc,impressions,clicks,conversions,ad_spend,revenue,bounce_rate,budget_tier,CTR,CPC,conversion_rate,CPA,ROAS,profit,roas,conversion_rate_calc,platform_Google Ads,platform_Instagram,platform_LinkedIn,platform_TikTok,platform_Twitter
Conversions,Display Network,Mobile,Android,Image,True,Urgency,49,45-54,Male,Students,$50K-$100K,Low,False,2024-04-16,2,33,5,4.13,4.203683034218389,4258,2.2529486543680175,3.0063327545143608,27171.52,59.83,High,1.087,0.3555174230719368,-0.05053832136239903,135.27,1.55,9585.98,1.545105808522229,0.030530765617660875,True,False,False,False,False
Engagement,Search,Mobile,macOS,Image,False,Neutral,62,18-24,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2025-05-16,11,4,5,0.77,1.145980273362467,2126,-0.5234581622923399,-0.3352322188404723,1587.71,57.46,High,1.409,-1.0202480301531398,-0.7426867236567365,181.89,0.97,-49.31,0.9698781933024643,0.0042333019755409216,False,False,False,True,False
Brand Awareness,Feed,Mobile,macOS,Video,True,Trust,48,45-54,Male,Shoppers,$100K-$200K,Medium,True,2024-02-08,3,6,8,3.1,0.29020759777304733,1827,-0.4546216296478682,0.5084456175298265,2661.1,61.32,High,2.189,-0.06622020098217891,-0.681103938053362,471.98,0.47,-3002.6,0.46985186362272013,0.006568144499178982,True,False,False,False,False
Conversions,Stories,Desktop,Android,Video,True,Joy,87,25-34,All,Students,$50K-$100K,Medium,False,2024-03-14,18,84,3,2.26,-0.5825090592521613,233,-0.6152402058183021,-0.567893770446022,1108.68,39.47,Low,1.578,-0.4101615642884482,-0.28923740914983787,105.32,2.11,582.1,2.10543507159406,0.02145922746781116,False,False,False,True,False
Conversions,Stories,Mobile,Other,Video,True,Neutral,2,18-24,Female,Health & Fitness,>$200K,Low,False,2024-03-04,3,86,6,1.62,-0.507416991599699,590,-0.6152402058183021,-0.47796276005362426,2229.71,70.9,Medium,2.853,-0.6722121268075103,-0.6311008215378016,191.16,2.33,1273.91,2.332820673781126,0.00847457627118644,False,True,False,False,False
Lead Generation,In-Stream Video,Desktop,macOS,Video,True,Urgency,10,18-24,All,Business Professionals,$50K-$100K,Low,True,2025-02-26,18,57,7,6.09,-0.5286668273883609,914,1.036836577649018,0.4880297989458016,10033.95,47.71,Medium,4.809,1.1580472707865648,1.3632340045407119,72.29,1.8,4467.69,1.8026376777225641,0.08424507658643327,True,False,False,False,False
Lead Generation,Search,Desktop,Windows,Image,True,Urgency,18,35-44,Male,Students,$50K-$100K,Medium,False,2025-06-28,17,60,6,1.14,-0.4956298740791501,491,-0.5464036731738304,-0.5609460226602433,2015.0,73.11,Medium,2.272,-0.8687500486968069,-0.4252985209316525,69.97,3.6,1455.26,3.599885661199843,0.016293279022403257,False,False,False,False,True
Lead Generation,Feed,Mobile,iOS,Image,True,Urgency,67,35-44,Female,Tech Enthusiasts,$100K-$200K,Medium,False,2025-08-15,23,41,3,0.93,-0.30453377160430306,196,-0.7070222493442643,-0.6400321770396161,162.69,66.49,Low,0.535,-0.9547353895233742,-0.7197905597785589,182.28,0.89,-19.59,0.8925279789335089,0.00510204081632653,False,False,False,True,False
Brand Awareness,Display Network,Mobile,Android,Video,True,Urgency,15,18-24,Female,Business Professionals,<$50K,Medium,False,2024-05-08,1,27,8,2.56,0.339998007989159,3582,1.0597820885305087,1.2430756609994515,18563.95,50.9,Medium,4.098,-0.2873253631076377,-0.28081583163142765,117.56,2.02,9394.03,2.024439689768286,0.021775544388609715,True,False,False,False,False
Brand Awareness,Feed,Desktop,Android,Image,True,Joy,18,18-24,All,Shoppers,<$50K,Medium,False,2024-02-08,6,72,6,2.2,4.922214540832021,9090,1.0138910667675276,3.5117960724660953,11044.81,49.64,Medium,2.028,-0.43472880452461016,-0.633995738809755,263.13,0.55,-8953.19,0.5522957295729573,0.008360836083608362,False,False,False,True,False
Brand Awareness,Sidebar,Mobile,iOS,Story,False,Neutral,72,35-44,Male,Tech Enthusiasts,$50K-$100K,Medium,False,2024-09-09,3,84,3,2.64,-0.2647395483371914,177,-0.7299677602257548,-0.5803184219447154,0.0,65.66,High,0.445,-0.2545690427927549,-0.8540094514782213,0.0,0.0,-467.28,0.0,0.0,False,False,False,False,True
Conversions,Stories,Mobile,Other,Image,True,Urgency,39,25-34,Male,Gamers,>$200K,Low,True,2025-07-16,15,85,8,1.67,-0.14923087728991594,1127,-0.3857850970033965,-0.28388467511728865,6789.06,84.27,Medium,2.306,-0.6517394266107086,-0.5037244615718474,125.47,3.61,4906.97,3.6071920046331476,0.013309671694764862,False,False,False,False,False
Brand Awareness,Feed,Mobile,Windows,Video,True,Trust,53,18-24,All,Health & Fitness,$50K-$100K,High,False,2025-07-04,8,22,5,1.96,-0.49923713849276635,515,-0.4775671405293587,-0.4667323836568289,3541.0,34.34,Low,2.415,-0.5329977654692586,-0.291869152124341,91.76,3.51,2531.6,3.5080245690509213,0.021359223300970873,False,True,False,False,False
Lead Generation,Feed,Desktop,Windows,Story,False,Curiosity,37,25-34,All,Health & Fitness,$100K-$200K,Medium,False,2025-06-06,14,68,4,7.99,-0.6606622210020937,196,-0.5234581622923399,-0.3501040866883181,2516.43,27.69,Medium,2.275,1.9360098782650308,0.354486922413641,174.0,1.61,950.39,1.6068746647595207,0.04591836734693878,False,False,True,False,False
Conversions,Display Network,Tablet,Android,Carousel,True,Trust,22,35-44,Male,Shoppers,<$50K,Low,False,2024-05-29,18,68,5,6.93,-0.557347119803662,229,-0.6381857166997926,-0.3457187923229276,372.29,52.36,Low,1.367,1.501988634092834,-0.39424395383251487,396.74,0.23,-1214.68,0.23459170620742675,0.017467248908296942,True,False,False,False,False
Conversions,Display Network,Desktop,Windows,Image,False,Trust,58,18-24,Male,Business Professionals,<$50K,Medium,False,2024-12-08,15,67,3,2.88,-0.6777713236962526,276,-0.06454794466252868,-0.5116790318777346,4913.81,43.63,Medium,3.797,-0.15630008184810662,1.9111628918322745,27.41,6.18,4118.93,6.181826187600644,0.10507246376811594,False,False,False,False,False
Conversions,Feed,Desktop,iOS,Image,False,Trust,47,18-24,Female,Students,>$200K,High,False,2024-04-27,14,41,5,5.58,-0.6535620068921941,183,-0.3628395861219059,-0.46427259599081444,8068.72,27.74,Medium,1.995,0.9492257287791872,1.446923431129913,63.82,7.9,7047.58,7.901678516168205,0.08743169398907104,False,False,True,False,False
Lead Generation,Sidebar,Mobile,Android,Image,True,Joy,54,25-34,Male,Tech Enthusiasts,$100K-$200K,High,False,2025-06-15,13,88,3,1.91,2.5240060859049134,2026,0.8532724905970936,0.13255486247559553,13952.6,49.75,Medium,0.781,-0.5534704656660603,0.04236220563756344,56.08,3.61,10082.94,3.6056397719696305,0.03405725567620928,False,False,False,False,True
Conversions,Feed,Desktop,iOS,Image,False,Fear,19,25-34,All,Students,<$50K,Medium,False,2024-06-25,2,42,5,1.23,-0.6008629222017229,207,-0.6381857166997926,-0.6248774545623734,758.89,37.48,Low,1.554,-0.8318991883425639,-0.345556708804206,63.65,2.98,504.28,2.9805977769922625,0.01932367149758454,False,False,False,False,True
Lead Generation,Display Network,Desktop,Windows,Image,False,Trust,39,18-24,All,Tech Enthusiasts,$100K-$200K,Low,False,2025-10-09,0,68,5,1.1,-0.44525518864111463,1531,-0.08749345554401924,-0.32536792554269006,8348.85,74.28,High,5.986,-0.8851282088542484,-0.3726636614415888,60.15,4.96,6664.75,4.95745502048572,0.018288700195950358,False,False,False,False,False
Brand Awareness,Feed,Mobile,Windows,Image,False,Trust,65,25-34,Female,Business Professionals,$50K-$100K,Medium,True,2024-07-30,11,4,4,4.32,0.7921762232171121,1110,-0.6611312275812832,0.32647580595115516,681.68,65.35,Medium,0.902,0.4333136838197836,-0.7829523911666353,1598.4,0.14,-4113.52,0.14215882549215883,0.002702702702702703,False,False,True,False,False
Brand Awareness,Search,Desktop,macOS,Image,True,Joy,26,18-24,All,Tech Enthusiasts,$50K-$100K,High,False,2025-02-28,11,56,8,1.0,0.15863135812286852,2817,0.5549808491377164,-0.08800051099176681,10519.1,18.73,Medium,3.853,-0.9260736092478519,-0.33081894814698815,50.3,3.73,7702.1,3.7341498047568336,0.01987930422435215,False,False,False,True,False
App Installs,Stories,Tablet,macOS,Video,True,Urgency,2,55-64,Female,Tech Enthusiasts,$50K-$100K,High,False,2025-07-20,20,2,5,0.75,-0.31638439730114803,860,-0.1104389664255098,-0.5430821813992214,4487.76,23.87,Medium,2.408,-1.0284371102318606,-0.027642157484221275,23.89,6.96,3842.76,6.957767441860465,0.031395348837209305,False,False,False,False,True
Brand Awareness,Search,Mobile,iOS,Interactive,True,Joy,3,35-44,All,Business Professionals,$100K-$200K,Low,False,2025-02-04,2,1,7,1.9,0.035501705920065796,1540,-0.6611312275812832,-0.06516261869231353,1407.51,72.48,Medium,2.428,-0.5575650057054207,-0.8026904634754092,975.33,0.48,-1518.49,0.4810355434039644,0.001948051948051948,False,True,False,False,False
Lead Generation,Feed,Mobile,iOS,Video,True,Joy,63,25-34,Female,Gamers,$100K-$200K,Medium,False,2024-01-26,21,9,6,4.46,-0.5840205538480076,366,-0.4775671405293587,-0.3362085911167608,2280.76,41.05,Medium,2.498,0.4906372443708283,-0.06317068764001432,148.4,1.4,648.4,1.3972163003259088,0.030054644808743168,False,False,True,False,False
Conversions,Search,Tablet,Windows,Video,True,Trust,38,55-64,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2024-03-18,2,40,6,2.03,-0.6294034966291726,201,-0.5922946949368115,-0.5927325973460237,1314.13,50.54,Low,1.815,-0.5043359851937362,-0.0684341735890207,68.0,3.22,906.1,3.2206700487709243,0.029850746268656716,False,False,False,False,False
Brand Awareness,Stories,Mobile,Android,Image,True,Trust,75,35-44,All,Business Professionals,$100K-$200K,Medium,False,2025-05-05,20,88,6,3.27,-0.4838681598291196,212,-0.7070222493442643,-0.5329748426421056,297.26,64.73,Medium,0.941,0.003386979686946969,-0.7297911830816709,693.24,0.43,-395.98,0.42879810743753966,0.0047169811320754715,True,False,False,False,False
Engagement,Search,Desktop,Android,Image,True,Joy,89,25-34,Female,Students,$100K-$200K,Low,False,2024-06-16,7,67,6,0.46,0.12017080655797409,1548,-0.4775671405293587,-0.5290274491474111,4918.98,72.19,Low,2.209,-1.1471787713733106,-0.6668925259910449,64.73,6.91,4206.9,6.907903606336366,0.0071059431524547806,False,False,False,True,False
Engagement,Search,Mobile,Other,Image,True,Neutral,76,25-34,Male,Gamers,<$50K,Low,False,2024-09-04,15,22,5,5.54,-0.4138567462803422,323,-0.6840767384627737,-0.30330107401077794,357.87,90.0,High,1.152,0.9328475686217459,-0.6911045613564741,894.71,0.2,-1431.55,0.1999921762358753,0.006191950464396285,True,False,False,False,False
Conversions,Stories,Tablet,macOS,Video,True,Neutral,10,35-44,Male,Students,>$200K,High,False,2024-03-20,2,42,7,4.11,0.0661888567063224,1890,0.9680000450045464,0.9493216998831258,32200.61,40.43,Medium,2.871,0.3473283429932163,0.1763179230397755,104.97,4.15,24432.71,4.1453430141994625,0.039153439153439155,True,False,False,False,False
Conversions,Search,Desktop,Windows,Image,False,Trust,61,18-24,Female,Shoppers,$50K-$100K,Low,False,2025-10-18,5,14,3,1.29,-0.39607445691744514,939,1.1286186211749802,-0.42442780719643797,10288.95,34.49,Medium,3.189,-0.8073319481064019,1.4161320383282254,14.95,8.49,9077.64,8.494068405280235,0.08626198083067092,False,True,False,False,False
Lead Generation,Feed,Desktop,Windows,Image,False,Urgency,81,35-44,Male,Business Professionals,$100K-$200K,Low,False,2025-01-09,20,84,3,3.3,0.3511373421114881,420,-0.6611312275812832,-0.38782641815247926,631.75,59.98,Medium,0.476,0.01567059980502793,-0.6661030030986939,462.0,0.46,-754.25,0.45580808080808083,0.007142857142857143,False,False,False,False,True
Lead Generation,Display Network,Mobile,macOS,Image,False,Curiosity,70,25-34,Female,Health & Fitness,$100K-$200K,Medium,False,2024-03-22,14,61,4,7.88,-0.4303434688467996,190,-0.6840767384627737,-0.3645275775680829,949.73,54.36,Medium,0.71,1.8909699378320672,-0.5768869162630359,748.6,0.63,-547.47,0.6343374298690889,0.010526315789473684,False,False,True,False,False
Conversions,Stories,Mobile,Windows,Image,False,Neutral,90,25-34,Female,Gamers,<$50K,High,False,2024-01-04,21,37,1,9.44,-0.01992823035113609,133,-0.6611312275812832,-0.4151648418885588,447.12,40.13,High,0.225,2.529718183972281,-0.26028823643030286,418.51,0.36,-808.4,0.3561233592455716,0.022556390977443608,True,False,False,False,False
Lead Generation,Stories,Mobile,Android,Interactive,True,Joy,72,65+,All,Tech Enthusiasts,$100K-$200K,Medium,False,2025-12-17,16,45,4,1.97,2.020970523099075,3436,2.138221099960565,0.7400134645683749,39419.85,64.46,Medium,1.564,-0.5289032254298982,0.10341864264603726,54.15,5.82,32650.93,5.823654290492427,0.036379511059371365,False,False,False,False,False
Conversions,Search,Mobile,Windows,Image,True,Trust,13,25-34,All,Health & Fitness,<$50K,High,False,2026-01-21,9,75,5,1.56,-0.1899269166604317,702,-0.33989407524041537,-0.4487721622998644,3594.55,31.22,Medium,1.537,-0.6967793670436724,-0.2166013030535499,64.42,3.28,2499.43,3.282334356052305,0.024216524216524215,False,False,False,False,False
Conversions,Feed,Desktop,Other,Story,True,Trust,55,35-44,Female,Tech Enthusiasts,$100K-$200K,Low,True,2025-07-24,1,82,6,0.88,0.2715615972125239,1645,-0.13338447730700037,-0.3749198661740727,4045.41,81.97,Medium,2.006,-0.9752080897201761,-0.43793088720926776,55.68,2.79,2597.81,2.794563415308096,0.015805471124620062,False,False,False,False,False
Lead Generation,Feed,Desktop,macOS,Video,True,Trust,44,35-44,Female,Business Professionals,$50K-$100K,High,False,2024-02-01,15,63,5,2.42,-0.6879326319036223,176,-0.5464036731738304,-0.5889842497016454,2160.84,35.37,Low,2.721,-0.3446489236586826,0.3421177304334761,53.24,5.07,1734.92,5.073347107438017,0.045454545454545456,False,False,False,False,True
Conversions,Feed,Desktop,Android,Video,True,Joy,83,45-54,Male,Tech Enthusiasts,<$50K,High,False,2025-02-18,18,38,3,5.96,0.007748632878687217,496,1.2204006647009427,-0.05884343674963914,22284.94,10.0,Medium,0.81,1.1048182502748805,3.656008483927886,34.78,7.54,19328.78,7.538475589954536,0.17137096774193547,True,False,False,False,False
Lead Generation,Search,Desktop,Android,Video,True,Fear,27,45-54,Male,Health & Fitness,$100K-$200K,High,False,2025-07-19,6,86,6,2.71,-0.31370435226145427,1218,1.2892371973454142,0.01336201686721958,17808.76,38.16,Low,3.39,-0.2259072625172325,1.0474248476003294,37.51,5.4,14507.98,5.395318682250861,0.0722495894909688,False,False,False,False,False
Brand Awareness,Stories,Mobile,Windows,Text,True,Curiosity,3,45-54,Male,Shoppers,$50K-$100K,Medium,True,2025-06-08,7,75,8,2.72,-0.3186325867420286,794,-0.4546216296478682,-0.22572347765485526,2090.84,53.01,Low,2.234,-0.22181272247787207,-0.45635308803079006,179.97,0.97,-68.84,0.9681249073936881,0.015113350125944584,False,False,False,False,False
Brand Awareness,Feed,Desktop,macOS,Image,False,Curiosity,88,25-34,Female,Students,$100K-$200K,Low,False,2024-07-06,4,14,2,1.79,-0.39830994472306647,265,-0.6611312275812832,-0.5788371017744663,1006.06,50.24,Medium,0.905,-0.6026049461383844,-0.5560961467644608,158.12,2.12,531.71,2.120923368820491,0.011320754716981131,False,False,False,True,False
Lead Generation,Stories,Mobile,Windows,Carousel,True,Curiosity,55,25-34,All,Tech Enthusiasts,$100K-$200K,Low,False,2024-03-10,19,60,5,1.29,-0.05335893435338251,787,-0.6611312275812832,-0.4655108707017297,593.13,69.42,Medium,1.395,-0.8073319481064019,-0.7537400441496498,338.41,0.58,-422.1,0.5842321444401761,0.0038119440914866584,False,False,False,True,False
Lead Generation,Feed,Mobile,Windows,Video,True,Trust,77,35-44,All,Shoppers,<$50K,High,True,2024-10-15,22,63,4,2.34,-0.7028951582389742,221,-0.13338447730700037,-0.5698716576323232,5761.2,43.91,Low,4.177,-0.3774052439735654,2.2422361580247756,19.89,11.14,5244.06,11.140503538693585,0.11764705882352941,False,False,False,False,False
Conversions,Display Network,Mobile,macOS,Story,False,Joy,63,35-44,All,Gamers,<$50K,Low,True,2024-05-17,22,84,6,7.6,-0.7010026145853516,59,-0.7299677602257548,-0.5842741963173178,0.0,74.38,Medium,1.085,1.7763228167299772,-0.8540094514782213,0.0,0.0,-448.4,0.0,0.0,True,False,False,False,False
App Installs,Feed,Desktop,iOS,Text,False,Urgency,85,25-34,Male,Shoppers,<$50K,High,False,2024-01-16,3,84,3,1.7,-0.6455218717731128,57,-0.6611312275812832,-0.6579211609343621,317.73,25.11,Medium,0.581,-0.6394558064926276,0.5310768760028047,32.3,3.28,220.83,3.278947368421053,0.05263157894736842,False,False,False,False,False
Brand Awareness,Search,Mobile,iOS,Carousel,True,Fear,90,18-24,Female,Tech Enthusiasts,$50K-$100K,Medium,False,2025-03-05,8,16,5,5.85,1.4050428261093584,2548,0.1649071641523769,2.4448684103809937,13234.63,43.56,High,1.488,1.0597783098419165,-0.4510896020817837,382.2,0.89,-1671.17,0.8878845818406258,0.015306122448979591,True,False,False,False,False
Lead Generation,Feed,Desktop,Android,Text,True,Neutral,84,25-34,Male,Tech Enthusiasts,<$50K,Medium,False,2024-10-23,13,86,4,2.09,-0.1785462514681776,728,0.05017960974492411,-0.3594320037999847,3763.45,59.24,Medium,1.563,-0.4797687449575741,0.3750145176147659,44.75,2.47,2241.93,2.4734804669015196,0.046703296703296704,False,False,False,True,False
Engagement,Feed,Mobile,macOS,Image,False,Curiosity,34,55-64,All,Shoppers,$50K-$100K,High,True,2025-05-19,3,9,7,1.24,-0.6891519888885066,73,-0.7070222493442643,-0.6592579109606972,251.11,43.85,Low,1.145,-0.8278046483032037,-0.4934606639712849,90.52,2.77,160.59,2.7740830755634116,0.0136986301369863,False,False,False,True,False
Engagement,Sidebar,Desktop,Android,Carousel,False,Neutral,78,25-34,Female,Tech Enthusiasts,$50K-$100K,Low,False,2024-05-07,9,58,2,1.97,0.49279868015748135,865,-0.5464036731738304,-0.321187962686047,2482.2,62.45,High,0.87,-0.5289032254298982,-0.6105732263366767,213.01,1.46,778.15,1.4566473988439306,0.009248554913294798,False,False,False,False,False
Brand Awareness,Search,Mobile,Android,Video,False,Trust,90,65+,All,Business Professionals,<$50K,Low,False,2024-03-18,1,89,6,5.07,-0.6927592533021228,82,-0.7299677602257548,-0.5911171831292459,0.0,74.62,Medium,1.347,0.7404041867718096,-0.8540094514782213,0.0,0.0,-415.74,0.0,0.0,False,False,True,False,False
Brand Awareness,Stories,Desktop,Windows,Video,False,Neutral,70,45-54,All,Business Professionals,$50K-$100K,Low,False,2025-12-26,1,3,3,4.11,-0.3685500133107324,1204,-0.4316761187663776,0.35858294921691863,2854.73,72.09,Low,3.808,0.3473283429932163,-0.5697812102318773,380.65,0.58,-2093.71,0.5768949406277535,0.01079734219269103,False,False,False,False,False
Conversions,Display Network,Mobile,iOS,Text,True,Joy,2,25-34,Female,Shoppers,$100K-$200K,High,False,2024-12-21,3,87,6,1.29,-0.5578805884845489,751,0.5320353382562258,-0.47524106995298304,11696.87,56.67,Low,4.495,-0.8073319481064019,1.073479103047911,17.61,12.07,10728.08,12.073689860547695,0.07323568575233022,False,False,False,False,False
Conversions,Feed,Mobile,Android,Carousel,False,Curiosity,73,25-34,Female,Gamers,$50K-$100K,High,False,2025-05-13,10,27,3,1.23,-0.31681625289996124,246,-0.5922946949368115,-0.6148266867311369,1689.79,48.96,Medium,0.689,-0.8318991883425639,-0.2121273399968945,50.43,5.58,1387.21,5.584605724106022,0.024390243902439025,False,False,False,True,False
Conversions,Feed,Mobile,Android,Video,True,Urgency,74,25-34,Female,Health & Fitness,$50K-$100K,High,False,2025-12-19,12,63,4,5.32,-0.5990592899949148,478,0.3484712512043014,-0.1454179055398602,11546.56,40.82,Low,3.55,0.8427676877558183,1.73378341535076,54.11,4.54,9003.6,4.540598357819234,0.09832635983263599,True,False,False,False,False
